Name,Nationality,nationality_match_source,Nationality_bucket,Transfer_fee_in_mln,log_transfer_fee,fee_minus_value,Market_value_in_mln,potential,market_value_per_potential,position_bucket,league_country_to,nationality_matches_league_to,League_to,age_bucket,is_top_club_to,is_top_league,high_overall
Marc Bartra,Spain,fallback_team_from,Top 1-15,8.0,2.1972245773362196,-4.0,12.0,85.0,0.1411764705882353,Defender,Germany,False,1.Bundesliga,24-26,False,True,True
Tomás Rincón,Venezuela,fallback_team_from,Top 31-45,8.0,2.1972245773362196,-1.0,9.0,77.0,0.11688311688311688,Midfielder,Italy,False,Serie A,27-29,True,True,False
Ivan Cavaleiro,Portugal,fallback_lastname_season,Top 1-15,8.0,2.1972245773362196,0.5,7.5,83.0,0.09036144578313253,Winger,England,False,Championship,20-23,False,True,True
Benjamin Stambouli,France,fallback_lastname_season,Top 1-15,8.0,2.1972245773362196,1.0,7.0,81.0,0.08641975308641975,Defender,Germany,False,1.Bundesliga,24-26,False,True,True
Andy Delort,France,fallback_lastname_season,Top 1-15,8.0,2.1972245773362196,2.5,5.5,80.0,0.06875,Forward,Mexico,False,Liga MX Clausura,20-23,False,False,False
Alfred N'Diaye,Senegal,fallback_team_from,Top 16-30,8.0,2.1972245773362196,4.5,3.5,81.0,0.043209876543209874,Midfielder,Spain,False,LaLiga,24-26,True,True,False
Max Kruse,Germany,fallback_team_from,Top 1-15,7.5,2.1400661634962708,-0.5,8.0,83.0,0.0963855421686747,Forward,Germany,True,1.Bundesliga,27-29,False,True,True
Timothée Kolodziejczak,France,fallback_team_from,Top 1-15,7.5,2.1400661634962708,0.5,7.0,80.0,0.0875,Defender,Germany,False,1.Bundesliga,24-26,False,True,False
,Chile,fallback_lastname_season,Top 16-30,7.2,2.1041341542702074,2.2,5.0,71.0,0.07042253521126761,Winger,Spain,False,LaLiga,20-23,True,True,False
,Portugal,fallback_lastname_season,Top 1-15,7.2,2.1041341542702074,4.2,3.0,83.0,0.03614457831325301,Winger,Spain,False,LaLiga,<20,True,True,False
Rudy Gestede,Benin,fallback_team_from,Top 31-45,7.1,2.0918640616783932,0.09999999999999964,7.0,75.0,0.09333333333333334,Forward,England,False,Premier League,27-29,False,True,False
Arthur Masuaku,France,fallback_lastname_season,Top 1-15,7.1,2.0918640616783932,0.09999999999999964,7.0,85.0,0.08235294117647059,Defender,England,False,Premier League,20-23,True,True,False
Denis Cheryshev,Russia,fallback_team_from,Outside Top 45,7.0,2.0794415416798357,-3.0,10.0,84.0,0.11904761904761904,Winger,Spain,False,LaLiga,24-26,True,True,True
Odil Akhmedov,Uzbekistan,fallback_lastname_season,Outside Top 45,7.0,2.0794415416798357,0.0,7.0,78.0,0.08974358974358974,Midfielder,China,False,Super League,27-29,False,True,True
Anwar El Ghazi,Netherlands,fallback_lastname_season,Top 1-15,7.0,2.0794415416798357,0.5,6.5,85.0,0.07647058823529412,Winger,France,False,Ligue 1,20-23,False,True,True
Jonathas,Brazil,fallback_team_from,Top 1-15,7.0,2.0794415416798357,1.0,6.0,83.0,0.07228915662650602,Forward,Ukraine,False,Premier Liga,24-26,False,True,True
Lewis Cook,England,fallback_team_to,Top 1-15,7.0,2.0794415416798357,3.0,4.0,81.0,0.04938271604938271,Midfielder,England,True,Premier League,<20,False,True,False
Harold Preciado,Colombia,fallback_team_from,Top 1-15,7.0,2.0794415416798357,5.85,1.15,81.0,0.01419753086419753,Forward,England,False,League One,20-23,False,False,False
Christian Kabasele,Belgium,fallback_team_from,Top 1-15,6.95,2.0731719286662407,0.9500000000000002,6.0,76.0,0.07894736842105263,Defender,England,False,Premier League,24-26,True,True,False
Matz Sels,Belgium,fallback_team_from,Top 1-15,6.6,2.028148247292285,0.09999999999999964,6.5,78.0,0.08333333333333333,Goalkeeper,England,False,Championship,20-23,True,True,False
,Argentina,fallback_lastname_season,Top 1-15,6.6,2.028148247292285,3.5999999999999996,3.0,75.0,0.04,Forward,Mexico,False,Liga MX Clausura,24-26,False,False,False
Grant Hanley,Scotland,fallback_lastname_season,Top 1-15,6.6,2.028148247292285,4.1,2.5,76.0,0.03289473684210526,Defender,England,False,Championship,20-23,True,True,False
Hiroshi Kiyotake,Japan,fallback_team_from,Top 31-45,6.5,2.0149030205422647,2.0,4.5,78.0,0.057692307692307696,Midfielder,Spain,False,LaLiga,24-26,True,True,True
Willy Boly,France,fallback_lastname_season,Top 1-15,6.5,2.0149030205422647,3.75,2.75,76.0,0.03618421052631579,Defender,Portugal,False,Liga NOS,24-26,False,True,False
Lys Mousset,France,fallback_lastname_season,Top 1-15,6.5,2.0149030205422647,6.1,0.4,69.0,0.005797101449275362,Forward,England,False,Premier League,<20,False,True,False
Edimilson Fernandes,Switzerland,fallback_team_from,Top 1-15,6.4,2.0014800002101243,1.9000000000000004,4.5,82.0,0.054878048780487805,Midfielder,England,False,Premier League,<20,True,True,False
Loris Karius,Germany,fallback_lastname_season,Top 1-15,6.2,1.9740810260220096,-0.7999999999999998,7.0,84.0,0.08333333333333333,Goalkeeper,England,False,Premier League,20-23,True,True,True
Neymar,Brazil,fallback_team_from,Top 1-15,222.0,5.407171771460119,122.0,100.0,95.0,1.0526315789473684,Winger,France,False,Ligue 1,24-26,True,True,True
Philippe Coutinho,Brazil,fallback_team_from,Top 1-15,125.0,4.836281906951478,35.0,90.0,89.0,1.0112359550561798,Midfielder,Spain,False,LaLiga,24-26,False,True,True
Ousmane Dembélé,Belgium,fallback_lastname_season,Top 1-15,115.0,4.7535901911063645,82.0,33.0,90.0,0.36666666666666664,Winger,Spain,False,LaLiga,<20,False,True,True
Romelu Lukaku,Belgium,fallback_team_from,Top 1-15,84.7,4.450852825603734,34.7,50.0,90.0,0.5555555555555556,Forward,England,False,Premier League,20-23,True,True,True
Virgil van Dijk,Netherlands,fallback_team_from,Top 1-15,78.8,4.379523504455763,48.8,30.0,84.0,0.35714285714285715,Defender,England,False,Premier League,24-26,True,True,True
,Spain,fallback_team_from,Top 1-15,66.0,4.204692619390966,16.0,50.0,86.0,0.5813953488372093,Forward,Spain,True,LaLiga,27-29,True,True,True
Álvaro Morata,Spain,fallback_team_from,Top 1-15,66.0,4.204692619390966,26.0,40.0,86.0,0.46511627906976744,Forward,England,False,Premier League,20-23,True,True,True
Pierre-Emerick Aubameyang,Gabon,fallback_lastname_season,Top 31-45,63.75,4.1705337005796475,-1.25,65.0,87.0,0.7471264367816092,Forward,England,False,Premier League,27-29,False,True,True
Benjamin Mendy,France,fallback_lastname_season,Top 1-15,57.5,4.069026754237811,44.5,13.0,79.0,0.16455696202531644,Defender,England,False,Premier League,20-23,True,True,False
Alexandre Lacazette,France,fallback_lastname_season,Top 1-15,53.0,3.9889840465642745,13.0,40.0,89.0,0.449438202247191,Forward,England,False,Premier League,24-26,False,True,True
Kyle Walker,England,fallback_lastname_season,Top 1-15,52.7,3.983413001514819,22.700000000000003,30.0,84.0,0.35714285714285715,Defender,England,True,Premier League,24-26,True,True,True
Bernardo Silva,Brazil,fallback_lastname_season,Top 1-15,50.0,3.9318256327243257,10.0,40.0,88.0,0.45454545454545453,Winger,England,False,Premier League,20-23,True,True,True
Nemanja Matic,Serbia,fallback_team_from,Top 1-15,44.7,3.822098297900159,9.700000000000003,35.0,84.0,0.4166666666666667,Midfielder,England,False,Premier League,27-29,True,True,True
Leonardo Bonucci,Italy,fallback_team_from,Top 1-15,42.0,3.7612001156935624,-3.0,45.0,87.0,0.5172413793103449,Defender,Italy,True,Serie A,27-29,True,True,True
Mohamed Salah,Egypt,fallback_lastname_season,Top 31-45,42.0,3.7612001156935624,7.0,35.0,86.0,0.4069767441860465,Winger,England,False,Premier League,24-26,True,True,True
Corentin Tolisso,France,fallback_lastname_season,Top 1-15,41.5,3.7495040759303713,19.5,22.0,86.0,0.2558139534883721,Midfielder,Germany,False,1.Bundesliga,20-23,False,True,True
Federico Bernardeschi,Italy,fallback_team_from,Top 1-15,40.0,3.713572066704308,10.0,30.0,84.0,0.35714285714285715,Winger,Italy,True,Serie A,20-23,True,True,True
Cédric Bakambu,DR Congo,fallback_team_from,Top 16-30,40.0,3.713572066704308,15.0,25.0,85.0,0.29411764705882354,Forward,China,False,Super League,24-26,False,True,True
Ederson,Brazil,fallback_lastname_season,Top 1-15,40.0,3.713572066704308,18.0,22.0,86.0,0.2558139534883721,Goalkeeper,England,False,Premier League,20-23,True,True,True
Tiemoué Bakayoko,France,fallback_lastname_season,Top 1-15,40.0,3.713572066704308,24.0,16.0,81.0,0.19753086419753085,Midfielder,England,False,Premier League,20-23,True,True,False
Davinson Sánchez,Chile,fallback_lastname_season,Top 16-30,40.0,3.713572066704308,28.0,12.0,83.0,0.14457831325301204,Defender,England,False,Premier League,20-23,False,True,False
André Silva,Portugal,fallback_team_from,Top 1-15,38.0,3.6635616461296463,16.0,22.0,86.0,0.2558139534883721,Forward,Italy,False,Serie A,20-23,True,True,False
André Silva,Portugal,fallback_team_from,Top 1-15,38.0,3.6635616461296463,16.0,22.0,69.0,0.3188405797101449,Forward,Italy,False,Serie A,20-23,True,True,False
Alex Oxlade-Chamberlain,England,fallback_team_from,Top 1-15,38.0,3.6635616461296463,16.0,22.0,86.0,0.2558139534883721,Midfielder,England,True,Premier League,20-23,True,True,True
Danny Drinkwater,England,fallback_lastname_season,Top 1-15,37.9,3.6609942506244004,28.9,9.0,83.0,0.10843373493975904,Midfielder,England,True,Premier League,24-26,True,True,True
,Spain,fallback_team_from,Top 1-15,36.0,3.6109179126442243,11.0,25.0,83.0,0.30120481927710846,Winger,Spain,True,LaLiga,24-26,True,True,True
Antonio Rüdiger,Germany,fallback_lastname_season,Top 1-15,35.0,3.58351893845611,10.0,25.0,82.0,0.3048780487804878,Defender,England,False,Premier League,20-23,True,True,True
Victor Lindelöf,Sweden,fallback_lastname_season,Outside Top 45,35.0,3.58351893845611,13.0,22.0,86.0,0.2558139534883721,Defender,England,False,Premier League,20-23,True,True,True
Iñigo Martínez,Spain,fallback_team_from,Top 1-15,32.0,3.4965075614664802,7.0,25.0,85.0,0.29411764705882354,Defender,Spain,True,LaLiga,24-26,False,True,True
Iñigo Martínez,Spain,fallback_team_from,Top 1-15,32.0,3.4965075614664802,7.0,25.0,72.0,0.3472222222222222,Defender,Spain,True,LaLiga,24-26,False,True,False
Nélson Semedo,Portugal,fallback_lastname_season,Top 1-15,30.57,3.4522073025699003,10.57,20.0,85.0,0.23529411764705882,Defender,Spain,False,LaLiga,20-23,False,True,True
,Belgium,fallback_team_from,Top 1-15,30.0,3.4339872044851463,-10.0,40.0,88.0,0.45454545454545453,Winger,China,False,Super League,20-23,False,True,True
Danilo,Brazil,fallback_team_from,Top 1-15,30.0,3.4339872044851463,14.0,16.0,83.0,0.1927710843373494,Defender,England,False,Premier League,24-26,True,True,True
Michael Keane,England,fallback_team_from,Top 1-15,28.5,3.3843902633457743,10.5,18.0,82.0,0.21951219512195122,Defender,England,True,Premier League,20-23,True,True,False
Jordan Pickford,England,fallback_team_from,Top 1-15,28.5,3.3843902633457743,13.5,15.0,83.0,0.18072289156626506,Goalkeeper,England,True,Premier League,20-23,True,True,False
Mamadou Sakho,France,fallback_team_from,Top 1-15,28.2,3.374168709274236,13.2,15.0,83.0,0.18072289156626506,Defender,England,False,Premier League,24-26,False,True,True
Kelechi Iheanacho,Nigeria,fallback_lastname_season,Top 16-30,27.7,3.3568971227655755,12.7,15.0,88.0,0.17045454545454544,Forward,England,False,Premier League,<20,True,True,False
Davy Klaassen,Netherlands,fallback_lastname_season,Top 1-15,27.0,3.332204510175204,9.0,18.0,84.0,0.21428571428571427,Midfielder,England,False,Premier League,20-23,True,True,True
Milan Skriniar,Slovakia,fallback_team_from,Outside Top 45,27.0,3.332204510175204,20.0,7.0,77.0,0.09090909090909091,Defender,Italy,False,Serie A,20-23,True,True,False
Youri Tielemans,Belgium,fallback_team_from,Top 1-15,25.0,3.258096538021482,3.0,22.0,89.0,0.24719101123595505,Midfielder,France,False,Ligue 1,<20,True,True,True
Serge Aurier,Ivory Coast,fallback_lastname_season,Top 16-30,25.0,3.258096538021482,10.0,15.0,88.0,0.17045454545454544,Defender,England,False,Premier League,20-23,False,True,True
Davide Zappacosta,Italy,fallback_team_from,Top 1-15,25.0,3.258096538021482,16.5,8.5,83.0,0.10240963855421686,Defender,England,False,Premier League,24-26,True,True,True
Adrien Silva,Portugal,fallback_team_from,Top 1-15,24.5,3.2386784521643803,-0.5,25.0,83.0,0.30120481927710846,Midfielder,England,False,Premier League,27-29,True,True,True
,France,fallback_team_from,Top 1-15,24.0,3.2188758248682006,9.0,15.0,86.0,0.1744186046511628,Defender,Spain,False,LaLiga,<20,False,True,False
Matías Vecino,Uruguay,fallback_team_from,Top 16-30,24.0,3.2188758248682006,11.0,13.0,80.0,0.1625,Midfielder,Italy,False,Serie A,24-26,True,True,True
Lucas Alario,Argentina,fallback_team_from,Top 1-15,24.0,3.2188758248682006,12.0,12.0,83.0,0.14457831325301204,Forward,Germany,False,1.Bundesliga,20-23,False,True,True
Andrea Conti,Italy,fallback_team_from,Top 1-15,24.0,3.2188758248682006,14.0,10.0,79.0,0.12658227848101267,Defender,Italy,True,Serie A,20-23,True,True,False
Leandro Paredes,Argentina,fallback_lastname_season,Top 1-15,23.0,3.1780538303479458,10.0,13.0,83.0,0.1566265060240964,Midfielder,Ukraine,False,Premier Liga,20-23,False,True,True
André Ayew,Ghana,fallback_lastname_season,Top 16-30,22.8,3.169685580677429,4.800000000000001,18.0,80.0,0.225,Winger,England,False,Premier League,27-29,False,True,True
Theo Walcott,England,fallback_team_from,Top 1-15,22.5,3.1570004211501135,2.5,20.0,81.0,0.24691358024691357,Winger,England,True,Premier League,27-29,True,True,True
Marko Arnautovic,Austria,fallback_team_from,Top 31-45,22.3,3.1484533605716547,7.300000000000001,15.0,82.0,0.18292682926829268,Winger,England,False,Premier League,27-29,True,True,True
Hakan Calhanoglu,Turkey,fallback_lastname_season,Top 16-30,22.0,3.1354942159291497,2.0,20.0,84.0,0.23809523809523808,Winger,Italy,False,Serie A,20-23,True,True,True
Guido Carrillo,Peru,fallback_lastname_season,Top 16-30,22.0,3.1354942159291497,16.0,6.0,77.0,0.07792207792207792,Forward,England,False,Premier League,24-26,False,True,False
Luis Muriel,Colombia,fallback_team_from,Top 1-15,21.5,3.1135153092103742,4.5,17.0,79.0,0.21518987341772153,Forward,Spain,False,LaLiga,24-26,True,True,True
Manuel Akanji,Switzerland,fallback_lastname_season,Top 1-15,21.5,3.1135153092103742,16.5,5.0,68.0,0.07352941176470588,Defender,Germany,False,1.Bundesliga,20-23,False,True,False
Andre Gray,England,fallback_team_from,Top 1-15,20.4,3.0633909220278057,10.399999999999999,10.0,79.0,0.12658227848101267,Forward,England,True,Premier League,24-26,True,True,False
Blaise Matuidi,France,fallback_lastname_season,Top 1-15,20.0,3.044522437723423,-10.0,30.0,86.0,0.3488372093023256,Midfielder,Italy,False,Serie A,27-29,True,True,True
Niklas Süle,Germany,fallback_lastname_season,Top 1-15,20.0,3.044522437723423,-5.0,25.0,87.0,0.28735632183908044,Defender,Germany,True,1.Bundesliga,20-23,False,True,True
Roberto Gagliardini,Italy,fallback_team_from,Top 1-15,20.0,3.044522437723423,0.0,20.0,68.0,0.29411764705882354,Midfielder,Italy,True,Serie A,20-23,True,True,False
Kevin Kampl,Slovenia,fallback_lastname_season,Top 31-45,20.0,3.044522437723423,5.0,15.0,82.0,0.18292682926829268,Midfielder,Germany,False,1.Bundesliga,24-26,False,True,True
Maximilian Philipp,Germany,fallback_team_from,Top 1-15,20.0,3.044522437723423,5.0,15.0,79.0,0.189873417721519,Winger,Germany,True,1.Bundesliga,20-23,False,True,False
,Spain,fallback_team_from,Top 1-15,20.0,3.044522437723423,6.0,14.0,81.0,0.1728395061728395,Midfielder,Portugal,False,Liga NOS,20-23,False,True,True
Emerson,Brazil,fallback_lastname_season,Top 1-15,20.0,3.044522437723423,6.0,14.0,77.0,0.18181818181818182,Defender,England,False,Premier League,20-23,True,True,False
Dalbert,Brazil,fallback_team_from,Top 1-15,20.0,3.044522437723423,15.0,5.0,84.0,0.05952380952380952,Defender,Italy,False,Serie A,20-23,True,True,True
Kevin Wimmer,Austria,fallback_lastname_season,Top 31-45,19.4,3.0155349008501706,12.399999999999999,7.0,84.0,0.08333333333333333,Defender,England,False,Premier League,20-23,False,True,True
Mateo Musacchio,Argentina,fallback_team_from,Top 1-15,18.0,2.9444389791664403,0.0,18.0,87.0,0.20689655172413793,Defender,Italy,False,Serie A,24-26,True,True,True
Rúben Neves,Portugal,fallback_team_from,Top 1-15,17.9,2.9391619220655967,7.899999999999999,10.0,85.0,0.11764705882352941,Midfielder,England,False,Championship,<20,False,True,False
Panagiotis Retsos,Greece,fallback_lastname_season,Top 31-45,17.5,2.917770732084279,12.5,5.0,80.0,0.0625,Defender,Germany,False,1.Bundesliga,<20,False,True,False
Britt Assombalonga,DR Congo,fallback_lastname_season,Top 16-30,17.1,2.89591193827178,12.100000000000001,5.0,80.0,0.0625,Forward,England,False,Championship,20-23,False,True,False
Lucas Biglia,Argentina,fallback_team_from,Top 1-15,17.0,2.8903717578961645,-3.0,20.0,82.0,0.24390243902439024,Midfielder,Italy,False,Serie A,30+,True,True,True
Olivier Giroud,France,fallback_team_from,Top 1-15,17.0,2.8903717578961645,-3.0,20.0,83.0,0.24096385542168675,Forward,England,False,Premier League,30+,True,True,True
Matthias Ginter,Germany,fallback_lastname_season,Top 1-15,17.0,2.8903717578961645,2.0,15.0,82.0,0.18292682926829268,Defender,Germany,True,1.Bundesliga,20-23,False,True,True
John Anthony Brooks,United States,fallback_team_from,Outside Top 45,17.0,2.8903717578961645,3.0,14.0,85.0,0.16470588235294117,Defender,Germany,False,1.Bundesliga,20-23,True,True,True
Jürgen Locadia,Netherlands,fallback_lastname_season,Top 1-15,17.0,2.8903717578961645,8.5,8.5,81.0,0.10493827160493827,Forward,England,False,Premier League,20-23,False,True,True
Mario Lemina,Gabon,fallback_team_from,Top 31-45,17.0,2.8903717578961645,9.5,7.5,83.0,0.09036144578313253,Midfielder,England,False,Premier League,20-23,False,True,True
,Colombia,fallback_lastname_season,Top 1-15,17.0,2.8903717578961645,10.0,7.0,82.0,0.08536585365853659,Forward,Germany,False,1.Bundesliga,20-23,False,True,True
Ismaïla Sarr,Senegal,fallback_team_from,Top 16-30,17.0,2.8903717578961645,14.5,2.5,77.0,0.032467532467532464,Winger,France,False,Ligue 1,<20,False,True,False
Ross Barkley,England,fallback_team_from,Top 1-15,16.9,2.884800712846709,-8.100000000000001,25.0,89.0,0.2808988764044944,Midfielder,England,True,Premier League,20-23,True,True,True
Dani Ceballos,Spain,fallback_team_from,Top 1-15,16.5,2.8622008809294686,6.5,10.0,85.0,0.11764705882352941,Midfielder,Spain,True,LaLiga,<20,False,True,True
Wesley Hoedt,Netherlands,fallback_team_from,Top 1-15,16.4,2.856470206220483,8.899999999999999,7.5,82.0,0.09146341463414634,Defender,England,False,Premier League,20-23,False,True,True
Chris Wood,United States,fallback_lastname_season,Outside Top 45,16.4,2.856470206220483,10.399999999999999,6.0,75.0,0.08,Forward,England,False,Premier League,24-26,False,True,False
Sam Clucas,England,fallback_team_from,Top 1-15,16.3,2.8507065015037334,13.8,2.5,71.0,0.035211267605633804,Midfielder,England,True,Premier League,24-26,False,True,False
Emanuel Mammana,Argentina,fallback_lastname_season,Top 1-15,16.0,2.833213344056216,9.0,7.0,80.0,0.0875,Defender,Ukraine,False,Premier Liga,20-23,False,True,False
Jean-Kévin Augustin,France,fallback_lastname_season,Top 1-15,16.0,2.833213344056216,13.0,3.0,81.0,0.037037037037037035,Forward,Germany,False,1.Bundesliga,<20,False,True,False
Oliver Burke,Scotland,fallback_team_from,Top 1-15,15.2,2.785011242238338,8.2,7.0,84.0,0.08333333333333333,Winger,England,False,Premier League,<20,False,True,False
Fernando Llorente,Spain,fallback_lastname_season,Top 1-15,15.1,2.7788192719904172,9.1,6.0,79.0,0.0759493670886076,Forward,England,False,Premier League,30+,False,True,True
Ricardo Rodríguez,Switzerland,fallback_team_from,Top 1-15,15.0,2.772588722239781,-2.0,17.0,86.0,0.19767441860465115,Defender,Italy,False,Serie A,20-23,True,True,True
José Izquierdo,Colombia,fallback_lastname_season,Top 1-15,15.0,2.772588722239781,1.0,14.0,80.0,0.175,Winger,England,False,Premier League,24-26,False,True,True
Konstantinos Mitroglou,Greece,fallback_lastname_season,Top 31-45,15.0,2.772588722239781,3.0,12.0,81.0,0.14814814814814814,Forward,France,False,Ligue 1,27-29,False,True,True
Terence Kongolo,Netherlands,fallback_team_from,Top 1-15,15.0,2.772588722239781,5.0,10.0,82.0,0.12195121951219512,Defender,France,False,Ligue 1,20-23,True,True,True
Giovanni Simeone,Argentina,fallback_team_from,Top 1-15,15.0,2.772588722239781,5.0,10.0,80.0,0.125,Forward,Italy,False,Serie A,20-23,False,True,False
Vicente Iborra,Spain,fallback_team_from,Top 1-15,15.0,2.772588722239781,6.0,9.0,82.0,0.10975609756097561,Midfielder,England,False,Premier League,27-29,True,True,True
Sebastián Driussi,Argentina,fallback_team_from,Top 1-15,15.0,2.772588722239781,7.0,8.0,80.0,0.1,Forward,Ukraine,False,Premier Liga,20-23,False,True,False
Francis Coquelin,France,fallback_team_from,Top 1-15,14.0,2.70805020110221,2.0,12.0,84.0,0.14285714285714285,Midfielder,Spain,False,LaLiga,24-26,True,True,True
Rúben Semedo,Portugal,fallback_team_from,Top 1-15,14.0,2.70805020110221,5.0,9.0,85.0,0.10588235294117647,Defender,Spain,False,LaLiga,20-23,True,True,True
Rick Karsdorp,Netherlands,fallback_team_from,Top 1-15,14.0,2.70805020110221,5.0,9.0,82.0,0.10975609756097561,Defender,Italy,False,Serie A,20-23,True,True,True
Jay Rodríguez,England,fallback_team_from,Top 1-15,13.7,2.6878474937846906,3.6999999999999993,10.0,77.0,0.12987012987012986,Forward,England,True,Premier League,24-26,False,True,True
Harry Maguire,England,fallback_team_from,Top 1-15,13.7,2.6878474937846906,5.699999999999999,8.0,80.0,0.1,Defender,England,True,Premier League,20-23,True,True,False
Marten de Roon,Netherlands,fallback_team_from,Top 1-15,13.5,2.6741486494265287,3.5,10.0,81.0,0.12345679012345678,Midfielder,Italy,False,Serie A,24-26,False,True,True
Bruma,Netherlands,fallback_lastname_season,Top 1-15,13.0,2.6390573296152584,2.0,11.0,86.0,0.12790697674418605,Winger,Germany,False,1.Bundesliga,20-23,False,True,True
Davy Pröpper,Netherlands,fallback_lastname_season,Top 1-15,13.0,2.6390573296152584,3.0,10.0,83.0,0.12048192771084337,Midfielder,England,False,Premier League,24-26,False,True,True
Sandro Wagner,Germany,fallback_lastname_season,Top 1-15,13.0,2.6390573296152584,4.0,9.0,76.0,0.11842105263157894,Forward,Germany,True,1.Bundesliga,27-29,False,True,True
Steve Mounié,Benin,fallback_lastname_season,Top 31-45,13.0,2.6390573296152584,7.5,5.5,76.0,0.07236842105263158,Forward,England,False,Premier League,20-23,False,True,False
Emre Mor,Turkey,fallback_lastname_season,Top 16-30,13.0,2.6390573296152584,8.0,5.0,84.0,0.05952380952380952,Winger,Spain,False,LaLiga,<20,False,True,False
Roque Mesa,Spain,fallback_team_from,Top 1-15,12.5,2.6026896854443837,0.5,12.0,80.0,0.15,Midfielder,England,False,Premier League,27-29,False,True,True
Simon Kjær,Denmark,fallback_lastname_season,Top 16-30,12.5,2.6026896854443837,1.5,11.0,83.0,0.13253012048192772,Defender,Spain,False,LaLiga,27-29,True,True,True
Sven Bender,Germany,fallback_lastname_season,Top 1-15,12.5,2.6026896854443837,5.5,7.0,83.0,0.08433734939759036,Defender,Germany,True,1.Bundesliga,27-29,False,True,True
Alex Pritchard,England,fallback_lastname_season,Top 1-15,12.35,2.5915163848462583,7.35,5.0,81.0,0.06172839506172839,Midfielder,England,True,Premier League,20-23,False,True,False
Ezequiel Barco,Argentina,fallback_team_from,Top 1-15,12.28,2.5862591440482876,5.779999999999999,6.5,76.0,0.08552631578947369,Midfielder,United States,False,MLS,<20,False,False,False
Ömer Toprak,Turkey,fallback_lastname_season,Top 16-30,12.0,2.5649493574615367,-4.0,16.0,85.0,0.18823529411764706,Defender,Germany,False,1.Bundesliga,24-26,False,True,True
Gerard Deulofeu,Spain,fallback_team_from,Top 1-15,12.0,2.5649493574615367,0.0,12.0,88.0,0.13636363636363635,Winger,Spain,True,LaLiga,20-23,False,True,True
,Spain,fallback_team_from,Top 1-15,12.0,2.5649493574615367,2.0,10.0,84.0,0.11904761904761904,Midfielder,Spain,True,LaLiga,20-23,True,True,True
Mattia De Sciglio,Italy,fallback_lastname_season,Top 1-15,12.0,2.5649493574615367,3.5,8.5,81.0,0.10493827160493827,Defender,Italy,True,Serie A,20-23,True,True,True
Adrián Ramos,Spain,fallback_lastname_season,Top 1-15,12.0,2.5649493574615367,7.0,5.0,78.0,0.0641025641025641,Forward,China,False,Super League,30+,False,True,True
Denis Zakaria,Switzerland,fallback_team_from,Top 1-15,12.0,2.5649493574615367,8.0,4.0,82.0,0.04878048780487805,Midfielder,Germany,False,1.Bundesliga,<20,False,True,False
Jordan Rhodes,Scotland,fallback_team_from,Top 1-15,11.7,2.5416019934645457,1.6999999999999993,10.0,76.0,0.13157894736842105,Forward,England,False,Championship,24-26,False,True,False
Asmir Begovic,Bosnia Herzegovina,fallback_team_from,Top 31-45,11.5,2.5257286443082556,3.5,8.0,83.0,0.0963855421686747,Goalkeeper,England,False,Premier League,27-29,False,True,True
Martin Braithwaite,Denmark,fallback_lastname_season,Top 16-30,11.3,2.509599262378372,3.8000000000000007,7.5,81.0,0.09259259259259259,Forward,England,False,Championship,24-26,False,True,True
Jacob Murphy,Republic of Ireland,fallback_lastname_season,Top 16-30,11.3,2.509599262378372,10.3,1.0,77.0,0.012987012987012988,Winger,England,False,Premier League,20-23,True,True,False
Jacob Murphy,Republic of Ireland,fallback_lastname_season,Top 16-30,11.3,2.509599262378372,10.3,1.0,75.0,0.013333333333333334,Winger,England,False,Premier League,20-23,True,True,False
Stevan Jovetic,Montenegro,fallback_team_from,Top 31-45,11.0,2.4849066497880004,1.0,10.0,82.0,0.12195121951219512,Forward,France,False,Ligue 1,24-26,True,True,True
Jonathan Viera,Spain,fallback_team_from,Top 1-15,11.0,2.4849066497880004,3.0,8.0,81.0,0.09876543209876543,Midfielder,China,False,Super League,27-29,False,True,True
Marc Bartra,Spain,fallback_lastname_season,Top 1-15,10.5,2.4423470353692043,-4.5,15.0,84.0,0.17857142857142858,Defender,Spain,True,LaLiga,24-26,False,True,True
Rodrigo Bentancur,Uruguay,fallback_team_from,Top 16-30,10.5,2.4423470353692043,4.5,6.0,82.0,0.07317073170731707,Midfielder,Italy,False,Serie A,<20,True,True,False
Jordan Hugill,England,fallback_lastname_season,Top 1-15,10.2,2.4159137783010487,7.199999999999999,3.0,71.0,0.04225352112676056,Forward,England,True,Premier League,24-26,True,True,False
Luiz Gustavo,Brazil,fallback_team_from,Top 1-15,10.0,2.3978952727983707,-2.0,12.0,83.0,0.14457831325301204,Midfielder,France,False,Ligue 1,27-29,False,True,True
Lorenzo Pellegrini,Italy,fallback_team_from,Top 1-15,10.0,2.3978952727983707,-2.0,12.0,83.0,0.14457831325301204,Midfielder,Italy,True,Serie A,20-23,True,True,False
,Spain,fallback_team_from,Top 1-15,10.0,2.3978952727983707,0.0,10.0,84.0,0.11904761904761904,Midfielder,Germany,False,1.Bundesliga,24-26,True,True,True
Marco Benassi,Italy,fallback_team_from,Top 1-15,10.0,2.3978952727983707,0.5,9.5,84.0,0.1130952380952381,Midfielder,Italy,True,Serie A,20-23,False,True,True
Diafra Sakho,France,fallback_lastname_season,Top 1-15,10.0,2.3978952727983707,2.0,8.0,78.0,0.10256410256410256,Forward,France,True,Ligue 1,27-29,False,True,True
