Name,Nationality,nationality_match_source,Nationality_bucket,Transfer_fee_in_mln,log_transfer_fee,fee_minus_value,Market_value_in_mln,potential,market_value_per_potential,position_bucket,league_country_to,nationality_matches_league_to,League_to,age_bucket,is_top_club_to,is_top_league,high_overall
Ronaldo Vieira,Portugal,fallback_lastname_season,Top 1-15,6.5,2.0149030205422647,4.5,2.0,83.0,0.024096385542168676,Midfielder,Italy,False,Serie A,<20,False,True,False
Raúl Ruidíaz,Peru,fallback_lastname_season,Top 16-30,6.36,1.9960599327407849,1.3600000000000003,5.0,77.0,0.06493506493506493,Forward,United States,False,MLS,24-26,False,False,True
Daniel Wass,Denmark,fallback_lastname_season,Top 16-30,6.0,1.9459101490553132,-9.0,15.0,80.0,0.1875,Midfielder,Spain,False,LaLiga,27-29,True,True,True
Okay Yokuslu,Turkey,fallback_team_from,Top 16-30,6.0,1.9459101490553132,-1.5,7.5,80.0,0.09375,Midfielder,Spain,False,LaLiga,20-23,False,True,False
Roque Mesa,Spain,fallback_lastname_season,Top 1-15,6.0,1.9459101490553132,-1.0,7.0,82.0,0.08536585365853659,Midfielder,Spain,True,LaLiga,27-29,True,True,True
,Germany,fallback_team_from,Top 1-15,6.0,1.9459101490553132,0.0,6.0,82.0,0.07317073170731707,Winger,Germany,True,1.Bundesliga,20-23,False,True,True
Zakaria Labyad,Morocco,fallback_team_from,Top 31-45,6.0,1.9459101490553132,0.0,6.0,78.0,0.07692307692307693,Midfielder,Netherlands,False,Eredivisie,24-26,False,True,False
Moussa Niakhaté,France,fallback_team_from,Top 1-15,6.0,1.9459101490553132,1.0,5.0,75.0,0.06666666666666667,Defender,Germany,False,1.Bundesliga,20-23,False,True,False
Uros Spajic,Serbia,fallback_team_from,Top 1-15,6.0,1.9459101490553132,1.0,5.0,78.0,0.0641025641025641,Defender,Ukraine,False,Premier Liga,24-26,False,True,False
Walace,Brazil,fallback_team_from,Top 1-15,6.0,1.9459101490553132,1.5,4.5,82.0,0.054878048780487805,Midfielder,Germany,False,1.Bundesliga,20-23,False,True,False
,France,fallback_lastname_season,Top 1-15,6.0,1.9459101490553132,2.0,4.0,81.0,0.04938271604938271,Defender,France,True,Ligue 1,<20,True,True,False
Majeed Waris,Ghana,fallback_team_from,Top 16-30,6.0,1.9459101490553132,3.5,2.5,78.0,0.03205128205128205,Forward,Portugal,False,Liga NOS,24-26,False,True,False
Igor Coronado,Brazil,fallback_lastname_season,Top 1-15,6.0,1.9459101490553132,3.6,2.4,75.0,0.032,Midfielder,United Arab Emirates,False,UAE Gulf League,24-26,False,False,False
Milton Caraglio,Argentina,fallback_lastname_season,Top 1-15,5.98,1.9430489167742813,3.4800000000000004,2.5,74.0,0.033783783783783786,Forward,Mexico,False,Liga MX Apertura,27-29,False,False,False
,Mexico,fallback_lastname_season,Top 1-15,5.94,1.937301774518713,2.4400000000000004,3.5,77.0,0.045454545454545456,Winger,Mexico,True,Liga MX Apertura,27-29,False,False,True
,Mexico,fallback_lastname_season,Top 1-15,5.94,1.937301774518713,2.4400000000000004,3.5,72.0,0.04861111111111111,Winger,Mexico,True,Liga MX Apertura,27-29,False,False,False
Éder,Italy,fallback_team_from,Top 1-15,5.7,1.9021075263969205,-1.2999999999999998,7.0,80.0,0.0875,Forward,China,False,Super League,30+,False,True,True
Paddy McNair,Northern Ireland,fallback_team_from,Outside Top 45,5.7,1.9021075263969205,2.7,3.0,81.0,0.037037037037037035,Defender,England,False,Championship,20-23,False,True,False
João Moutinho,Portugal,fallback_lastname_season,Top 1-15,5.6,1.8870696490323797,-4.4,10.0,82.0,0.12195121951219512,Midfielder,England,False,Premier League,30+,False,True,True
James McClean,Republic of Ireland,fallback_lastname_season,Top 16-30,5.6,1.8870696490323797,2.5999999999999996,3.0,74.0,0.04054054054054054,Winger,England,False,Championship,27-29,False,True,False
Denzel Dumfries,Netherlands,fallback_lastname_season,Top 1-15,5.5,1.8718021769015913,1.5,4.0,78.0,0.05128205128205128,Defender,Netherlands,True,Eredivisie,20-23,False,True,False
Carlos Izquierdoz,Argentina,fallback_team_from,Top 1-15,5.15,1.8164520818184267,2.1500000000000004,3.0,77.0,0.03896103896103896,Defender,,,Primera División,27-29,False,False,True
,Colombia,fallback_team_from,Top 1-15,5.1,1.8082887711792655,2.5999999999999996,2.5,78.0,0.03205128205128205,Winger,,,Série A,24-26,False,False,True
Marius Wolf,Germany,fallback_lastname_season,Top 1-15,5.0,1.791759469228055,-5.0,10.0,77.0,0.12987012987012986,Midfielder,Germany,True,1.Bundesliga,20-23,False,True,False
Gonzalo Castro,Germany,fallback_lastname_season,Top 1-15,5.0,1.791759469228055,-3.0,8.0,82.0,0.0975609756097561,Midfielder,Germany,True,1.Bundesliga,30+,False,True,True
Sergi Gómez,Argentina,fallback_lastname_season,Top 1-15,5.0,1.791759469228055,-3.0,8.0,84.0,0.09523809523809523,Defender,Spain,False,LaLiga,24-26,True,True,True
Sergi Gómez,Argentina,fallback_lastname_season,Top 1-15,5.0,1.791759469228055,-3.0,8.0,81.0,0.09876543209876543,Defender,Spain,False,LaLiga,24-26,True,True,False
Adam Masina,Italy,fallback_team_from,Top 1-15,5.0,1.791759469228055,-2.0,7.0,79.0,0.08860759493670886,Defender,England,False,Premier League,20-23,True,True,False
Christophe Hérelle,France,fallback_lastname_season,Top 1-15,5.0,1.791759469228055,-1.0,6.0,75.0,0.08,Defender,France,True,Ligue 1,24-26,False,True,False
Firmin Mubele,DR Congo,fallback_lastname_season,Top 16-30,5.0,1.791759469228055,-1.0,6.0,78.0,0.07692307692307693,Forward,France,False,Ligue 1,20-23,False,True,False
Nemanja Maksimovic,Serbia,fallback_team_from,Top 1-15,5.0,1.791759469228055,0.0,5.0,82.0,0.06097560975609756,Midfielder,Spain,False,LaLiga,20-23,False,True,False
Fabrício,Spain,fallback_lastname_season,Top 1-15,5.0,1.791759469228055,1.0,4.0,69.0,0.057971014492753624,Forward,Japan,False,J1 League,27-29,False,False,False
Christian Kouamé,Ivory Coast,fallback_team_from,Top 16-30,5.0,1.791759469228055,2.2,2.8,73.0,0.03835616438356164,Forward,Italy,False,Serie A,<20,False,True,False
Luca Waldschmidt,Germany,fallback_team_from,Top 1-15,5.0,1.791759469228055,2.5,2.5,76.0,0.03289473684210526,Forward,Germany,True,1.Bundesliga,20-23,False,True,False
Jasmin Kurtic,Slovenia,fallback_team_from,Top 31-45,4.8,1.7578579175523736,-0.20000000000000018,5.0,76.0,0.06578947368421052,Midfielder,Italy,False,Serie A,27-29,False,True,True
Silvan Widmer,Switzerland,fallback_lastname_season,Top 1-15,4.5,1.7047480922384253,-4.0,8.5,82.0,0.10365853658536585,Defender,China,False,Super League,24-26,False,True,True
,Japan,fallback_team_from,Top 31-45,4.5,1.7047480922384253,0.0,4.5,78.0,0.057692307692307696,Forward,Germany,False,1.Bundesliga,27-29,False,True,True
Kyle Bartley,England,fallback_lastname_season,Top 1-15,4.5,1.7047480922384253,1.0,3.5,75.0,0.04666666666666667,Defender,England,True,Championship,24-26,False,True,False
Rodrigo,Spain,fallback_team_to,Top 1-15,30.0,3.4339872044851463,12.0,18.0,86.0,0.20930232558139536,Forward,Spain,True,LaLiga,20-23,True,True,True
Álvaro Negredo,Spain,fallback_team_to,Top 1-15,28.0,3.367295829986474,10.0,18.0,83.0,0.21686746987951808,Forward,Spain,True,LaLiga,27-29,True,True,True
André Gomes,Portugal,fallback_team_to,Top 1-15,20.0,3.044522437723423,0.0,20.0,83.0,0.24096385542168675,Midfielder,Spain,False,LaLiga,20-23,True,True,False
Roberto Pereyra,Argentina,fallback_team_to,Top 1-15,15.0,2.772588722239781,-2.0,17.0,83.0,0.20481927710843373,Midfielder,Italy,False,Serie A,20-23,True,True,True
João Cancelo,Portugal,fallback_team_to,Top 1-15,15.0,2.772588722239781,10.0,5.0,82.0,0.06097560975609756,Defender,Spain,False,LaLiga,20-23,True,True,False
Adama Traoré,Ivory Coast,fallback_lastname_season,Top 16-30,14.0,2.70805020110221,12.75,1.25,84.0,0.01488095238095238,Midfielder,France,False,Ligue 1,<20,True,True,True
Ricardo Álvarez,Argentina,fallback_team_to,Top 1-15,10.5,2.4423470353692043,0.5,10.0,77.0,0.12987012987012986,Midfielder,England,False,Premier League,24-26,False,True,False
Dusan Basta,Serbia,fallback_team_to,Top 1-15,10.5,2.4423470353692043,5.0,5.5,75.0,0.07333333333333333,Defender,Italy,False,Serie A,27-29,False,True,False
Domenico Berardi,Italy,fallback_team_to,Top 1-15,10.0,2.3978952727983707,-7.5,17.5,87.0,0.20114942528735633,Winger,Italy,True,Serie A,<20,False,True,True
Serge Aurier,Ivory Coast,fallback_lastname_season,Top 16-30,10.0,2.3978952727983707,0.0,10.0,84.0,0.11904761904761904,Defender,France,False,Ligue 1,20-23,True,True,True
Matej Vydra,Czech Republic,fallback_team_to,Top 31-45,8.4,2.2407096892759584,2.9000000000000004,5.5,78.0,0.07051282051282051,Forward,England,False,Premier League,20-23,True,True,False
Kyriakos Papadopoulos,Greece,fallback_lastname_season,Top 31-45,6.5,2.0149030205422647,-1.0,7.5,84.0,0.08928571428571429,Defender,Germany,False,1.Bundesliga,20-23,False,True,True
Lewis Holtby,Germany,fallback_team_to,Top 1-15,6.5,2.0149030205422647,2.5,4.0,81.0,0.04938271604938271,Midfielder,Germany,True,1.Bundesliga,20-23,False,True,True
Fabinho,Brazil,fallback_lastname_season,Top 1-15,6.0,1.9459101490553132,-2.0,8.0,80.0,0.1,Midfielder,France,False,Ligue 1,20-23,True,True,False
Iago Aspas,Spain,fallback_team_to,Top 1-15,6.0,1.9459101490553132,2.0,4.0,80.0,0.05,Winger,Spain,True,LaLiga,24-26,True,True,True
Leandro Paredes,Chile,fallback_lastname_season,Top 16-30,6.0,1.9459101490553132,2.5,3.5,80.0,0.04375,Midfielder,Italy,False,Serie A,20-23,True,True,False
Mohamed Salah,Egypt,fallback_lastname_season,Top 31-45,15.0,2.772588722239781,-5.0,20.0,87.0,0.22988505747126436,Winger,Italy,False,Serie A,20-23,True,True,True
Stevan Jovetic,Montenegro,fallback_team_to,Top 31-45,13.5,2.6741486494265287,3.5,10.0,83.0,0.12048192771084337,Forward,Italy,False,Serie A,24-26,True,True,True
Manuel Lanzini,Argentina,fallback_lastname_season,Top 1-15,12.0,2.5649493574615367,3.0,9.0,83.0,0.10843373493975904,Midfielder,England,False,Premier League,20-23,True,True,True
Edin Dzeko,Bosnia Herzegovina,fallback_lastname_season,Top 31-45,11.0,2.4849066497880004,-7.0,18.0,81.0,0.2222222222222222,Forward,Italy,False,Serie A,27-29,True,True,True
Mario Lemina,Gabon,fallback_team_to,Top 31-45,9.8,2.379546134130174,5.800000000000001,4.0,81.0,0.04938271604938271,Midfielder,Italy,False,Serie A,20-23,True,True,False
,Brazil,fallback_team_to,Top 1-15,9.0,2.302585092994046,-7.0,16.0,84.0,0.19047619047619047,Defender,Italy,False,Serie A,30+,True,True,True
Antonio Rüdiger,Germany,fallback_lastname_season,Top 1-15,9.0,2.302585092994046,-1.0,10.0,85.0,0.11764705882352941,Defender,Italy,False,Serie A,20-23,True,True,True
Rémy Cabella,France,fallback_lastname_season,Top 1-15,8.0,2.1972245773362196,0.0,8.0,81.0,0.09876543209876543,Midfielder,France,True,Ligue 1,24-26,False,True,True
Dodô,Brazil,fallback_team_to,Top 1-15,7.8,2.174751721484161,1.7999999999999998,6.0,78.0,0.07692307692307693,Defender,Italy,False,Serie A,20-23,True,True,False
Konstantinos Mitroglou,Greece,fallback_lastname_season,Top 31-45,7.0,2.0794415416798357,-2.5,9.5,78.0,0.12179487179487179,Forward,Portugal,False,Liga NOS,27-29,False,True,True
Gerónimo Rulli,Argentina,fallback_team_to,Top 1-15,7.0,2.0794415416798357,-1.0,8.0,86.0,0.09302325581395349,Goalkeeper,Spain,False,LaLiga,20-23,False,True,True
Jhon Córdoba,Colombia,fallback_lastname_season,Top 1-15,6.5,2.0149030205422647,3.0,3.5,81.0,0.043209876543209874,Forward,Germany,False,1.Bundesliga,20-23,False,True,False
Nathan Aké,Netherlands,fallback_team_to,Top 1-15,22.8,3.169685580677429,14.8,8.0,81.0,0.09876543209876543,Defender,England,False,Premier League,20-23,False,True,False
Juan Cuadrado,Colombia,fallback_team_to,Top 1-15,20.0,3.044522437723423,-5.0,25.0,82.0,0.3048780487804878,Winger,Italy,False,Serie A,27-29,True,True,True
Nikola Maksimovic,Serbia,fallback_lastname_season,Top 1-15,20.0,3.044522437723423,10.0,10.0,86.0,0.11627906976744186,Defender,Italy,False,Serie A,24-26,False,True,True
Nabil Bentaleb,Algeria,fallback_team_to,Top 16-30,19.0,2.995732273553991,1.0,18.0,83.0,0.21686746987951808,Midfielder,Germany,False,1.Bundesliga,20-23,False,True,False
Medhi Benatia,Morocco,fallback_team_to,Top 31-45,17.0,2.8903717578961645,2.0,15.0,83.0,0.18072289156626506,Defender,Italy,False,Serie A,27-29,True,True,True
Marko Rog,Croatia,fallback_lastname_season,Top 16-30,13.0,2.6390573296152584,3.0,10.0,85.0,0.11764705882352941,Midfielder,Italy,False,Serie A,20-23,False,True,False
Bruno Peres,Brazil,fallback_lastname_season,Top 1-15,12.5,2.6026896854443837,1.5,11.0,83.0,0.13253012048192772,Defender,Italy,False,Serie A,24-26,True,True,True
Yevhen Konoplyanka,Ukraine,fallback_team_to,Outside Top 45,12.5,2.6026896854443837,2.5,10.0,84.0,0.11904761904761904,Winger,Germany,False,1.Bundesliga,24-26,False,True,True
Florian Thauvin,France,fallback_lastname_season,Top 1-15,11.0,2.4849066497880004,-7.0,18.0,83.0,0.21686746987951808,Winger,France,True,Ligue 1,20-23,False,True,True
Aaron Mooy,Australia,fallback_lastname_season,Outside Top 45,9.1,2.312535423847214,4.1,5.0,79.0,0.06329113924050633,Midfielder,England,False,Premier League,24-26,False,True,True
,Cape Verde,fallback_team_to,Outside Top 45,9.0,2.302585092994046,5.5,3.5,72.0,0.04861111111111111,Midfielder,France,False,Ligue 1,24-26,False,True,False
Juan Jesus,Brazil,fallback_lastname_season,Top 1-15,8.0,2.1972245773362196,0.5,7.5,78.0,0.09615384615384616,Defender,Italy,False,Serie A,24-26,True,True,False
Wanderson,Brazil,fallback_lastname_season,Top 1-15,8.0,2.1972245773362196,5.25,2.75,77.0,0.03571428571428571,Winger,Ukraine,False,Premier Liga,20-23,False,True,True
Bruno Martins Indi,Netherlands,fallback_team_to,Top 1-15,7.7,2.1633230256605382,-3.3,11.0,82.0,0.13414634146341464,Defender,England,False,Premier League,24-26,False,True,True
Christian Atsu,Ghana,fallback_lastname_season,Top 16-30,7.5,2.1400661634962708,2.5,5.0,81.0,0.06172839506172839,Winger,England,False,Premier League,24-26,True,True,True
Clinton N'Jie,Cameroon,fallback_lastname_season,Top 31-45,7.0,2.0794415416798357,0.0,7.0,79.0,0.08860759493670886,Forward,France,False,Ligue 1,20-23,False,True,False
Kylian Mbappé,France,fallback_lastname_season,Top 1-15,135.0,4.912654885736052,15.0,120.0,94.0,1.2765957446808511,Winger,France,True,Ligue 1,<20,True,True,True
Douglas Costa,Brazil,fallback_team_to,Top 1-15,40.0,3.713572066704308,-15.0,55.0,82.0,0.6707317073170732,Winger,Italy,False,Serie A,24-26,True,True,True
Geoffrey Kondogbia,France,fallback_team_to,Top 1-15,25.0,3.258096538021482,-5.0,30.0,81.0,0.37037037037037035,Midfielder,Spain,False,LaLiga,24-26,True,True,True
Nikola Kalinic,Croatia,fallback_lastname_season,Top 16-30,20.0,3.044522437723423,6.0,14.0,81.0,0.1728395061728395,Forward,Italy,False,Serie A,27-29,True,True,True
Duván Zapata,Colombia,fallback_team_to,Top 1-15,17.0,2.8903717578961645,-3.0,20.0,81.0,0.24691358024691357,Forward,Italy,False,Serie A,24-26,False,True,True
Grégoire Defrel,France,fallback_lastname_season,Top 1-15,15.0,2.772588722239781,5.0,10.0,79.0,0.12658227848101267,Forward,Italy,False,Serie A,24-26,True,True,True
,Portugal,fallback_lastname_season,Top 1-15,14.0,2.70805020110221,2.0,12.0,86.0,0.13953488372093023,Winger,England,False,Premier League,20-23,False,True,True
M'Baye Niang,France,fallback_team_to,Top 1-15,12.0,2.5649493574615367,2.0,10.0,85.0,0.11764705882352941,Forward,Italy,False,Serie A,20-23,False,True,True
Willy Boly,France,fallback_lastname_season,Top 1-15,12.0,2.5649493574615367,7.0,5.0,78.0,0.0641025641025641,Defender,England,False,Premier League,24-26,False,True,False
Gianluca Lapadula,Italy,fallback_team_to,Top 1-15,11.0,2.4849066497880004,4.0,7.0,77.0,0.09090909090909091,Forward,Italy,True,Serie A,27-29,False,True,True
Odsonne Edouard,France,fallback_team_to,Top 1-15,10.3,2.424802725718295,8.8,1.5,80.0,0.01875,Forward,Scotland,False,Premiership,<20,False,False,False
Jordan Amavi,France,fallback_lastname_season,Top 1-15,10.0,2.3978952727983707,-6.0,16.0,80.0,0.2,Defender,France,True,Ligue 1,20-23,False,True,False
Patrik Schick,Czech Republic,fallback_lastname_season,Top 31-45,9.0,2.302585092994046,-11.0,20.0,87.0,0.22988505747126436,Forward,Italy,False,Serie A,20-23,True,True,True
Germán Pezzella,Argentina,fallback_team_to,Top 1-15,9.0,2.302585092994046,-4.0,13.0,83.0,0.1566265060240964,Defender,Italy,False,Serie A,24-26,False,True,True
Riccardo Saponara,Italy,fallback_team_to,Top 1-15,9.0,2.302585092994046,0.0,9.0,82.0,0.10975609756097561,Midfielder,Italy,True,Serie A,24-26,False,True,True
Tanguy Ndombélé,France,fallback_lastname_season,Top 1-15,8.0,2.1972245773362196,-17.0,25.0,84.0,0.2976190476190476,Midfielder,France,True,Ligue 1,20-23,False,True,False
Sergi Darder,Spain,fallback_lastname_season,Top 1-15,8.0,2.1972245773362196,-3.0,11.0,84.0,0.13095238095238096,Midfielder,Spain,True,LaLiga,20-23,False,True,True
Mikel Merino,Spain,fallback_lastname_season,Top 1-15,7.0,2.0794415416798357,-3.0,10.0,84.0,0.11904761904761904,Midfielder,England,False,Premier League,20-23,True,True,False
Marcel Tisserand,DR Congo,fallback_team_to,Top 16-30,7.0,2.0794415416798357,-0.5,7.5,79.0,0.0949367088607595,Defender,Germany,False,1.Bundesliga,24-26,True,True,False
Valentino Lazaro,Austria,fallback_team_to,Top 31-45,6.5,2.0149030205422647,-2.5,9.0,80.0,0.1125,Winger,Germany,False,1.Bundesliga,20-23,False,True,False
Tomás Rincón,Venezuela,fallback_team_to,Top 31-45,6.0,1.9459101490553132,-2.0,8.0,77.0,0.1038961038961039,Midfielder,Italy,False,Serie A,27-29,False,True,True
Fabio Borini,Italy,fallback_lastname_season,Top 1-15,5.5,1.8718021769015913,-1.5,7.0,77.0,0.09090909090909091,Winger,Italy,True,Serie A,24-26,True,True,True
Bryan Cristante,Italy,fallback_team_to,Top 1-15,5.0,1.791759469228055,-20.0,25.0,82.0,0.3048780487804878,Midfielder,Italy,True,Serie A,20-23,False,True,False
Florent Hadergjonaj,Switzerland,fallback_lastname_season,Top 1-15,5.0,1.791759469228055,0.0,5.0,79.0,0.06329113924050633,Defender,England,False,Premier League,20-23,False,True,False
Juan Iturbe,Paraguay,fallback_team_to,Top 31-45,5.0,1.791759469228055,1.0,4.0,78.0,0.05128205128205128,Winger,Mexico,False,Liga MX Apertura,24-26,False,False,True
Pietro Iemmello,Italy,fallback_team_to,Top 1-15,5.0,1.791759469228055,3.0,2.0,74.0,0.02702702702702703,Forward,Italy,True,Serie B,24-26,False,False,False
