Position,Age,Team_from,League_from,Team_to,League_to,Season_transferred,Transfer_fee_in_mln,Market_value_in_mln,Lastname,club,overall,potential,Season,Name,Nationality,nationality_match_source,log_transfer_fee,fee_minus_value,market_value_per_potential,Nationality_bucket,league_median_fee_to,team_to_median_fee,age_bucket,position_bucket,league_country_to,nationality_matches_league_to,high_overall,is_top_club_to,is_top_league
Centre-Back,27,Bor. Dortmund,1.Bundesliga,Real Betis,LaLiga,2017,10.5,15.0,Bartra,Bor. Dortmund,81.0,84.0,2017.0,Marc Bartra,Spain,fallback_lastname_season,2.4423470353692043,-4.5,0.17857142857142858,Top 1-15,13.75,10.5,24-26,Defender,Spain,True,True,False,True
Central Midfield,20,Boca Juniors,Primera División,Juventus,Serie A,2017,10.5,6.0,Bentancur,Boca Juniors,67.0,82.0,2017.0,Rodrigo Bentancur,Uruguay,fallback_team_from,2.4423470353692043,4.5,0.07317073170731707,Top 16-30,11.0,19.0,<20,Midfielder,Italy,False,False,True,True
Forward,25,Preston NE,Championship,West Ham,Premier League,2017,10.2,3.0,Hugill,Preston NE,65.0,71.0,2017.0,Jordan Hugill,England,fallback_lastname_season,2.4159137783010487,7.199999999999999,0.04225352112676056,Top 1-15,15.1,11.5,24-26,Forward,England,True,False,True,True
Defensive Midfield,29,VfL Wolfsburg,1.Bundesliga,Marseille,Ligue 1,2017,10.0,12.0,Gustavo,VfL Wolfsburg,83.0,83.0,2017.0,Luiz Gustavo,Brazil,fallback_team_from,2.3978952727983707,-2.0,0.14457831325301204,Top 1-15,10.0,9.5,27-29,Midfielder,France,False,True,False,True
Central Midfield,21,Sassuolo,Serie A,AS Roma,Serie A,2017,10.0,12.0,Pellegrini,Sassuolo,71.0,83.0,2017.0,Lorenzo Pellegrini,Italy,fallback_team_from,2.3978952727983707,-2.0,0.14457831325301204,Top 1-15,11.0,9.75,20-23,Midfielder,Italy,True,False,True,True
Defensive Midfield,27,Malaga CF,LaLiga,VfL Wolfsburg,1.Bundesliga,2017,10.0,10.0,Camacho,Malaga CF,81.0,84.0,2017.0,,Spain,fallback_team_from,2.3978952727983707,0.0,0.11904761904761904,Top 1-15,12.0,11.75,24-26,Midfielder,Germany,False,True,True,True
Central Midfield,22,Torino,Serie A,Fiorentina,Serie A,2017,10.0,9.5,Benassi,Torino,77.0,84.0,2017.0,Marco Benassi,Italy,fallback_team_from,2.3978952727983707,0.5,0.1130952380952381,Top 1-15,11.0,9.5,20-23,Midfielder,Italy,True,True,False,True
Forward,28,West Ham,Premier League,Stade Rennais,Ligue 1,2017,10.0,8.0,Sakho,West Ham,76.0,78.0,2017.0,Diafra Sakho,France,fallback_lastname_season,2.3978952727983707,2.0,0.10256410256410256,Top 1-15,10.0,9.5,27-29,Forward,France,True,True,False,True
Forward,19,KV Oostende,Jupiler Pro League,VfL Wolfsburg,1.Bundesliga,2017,10.0,6.5,Dimata,KV Oostende,64.0,79.0,2017.0,Landry Dimata,Belgium,fallback_team_from,2.3978952727983707,3.5,0.08227848101265822,Top 1-15,12.0,11.75,<20,Forward,Germany,False,False,True,True
Centre-Back,26,SD Eibar,LaLiga,Newcastle,Premier League,2017,10.0,5.0,Lejeune,SD Eibar,76.0,81.0,2017.0,Florian Lejeune,France,fallback_team_from,2.3978952727983707,5.0,0.06172839506172839,Top 1-15,15.1,12.0,24-26,Defender,England,False,True,True,True
Forward,25,Chievo Verona,Serie A,SSC Napoli,Serie A,2017,10.0,4.5,Inglese,Chievo Verona,72.0,77.0,2017.0,Roberto Inglese,Italy,fallback_team_from,2.3978952727983707,5.5,0.05844155844155844,Top 1-15,11.0,13.0,24-26,Forward,Italy,True,False,False,True
Forward,24,Dijon,Ligue 1,Saint-Etienne,Ligue 1,2017,10.0,3.0,Diony,Dijon,70.0,74.0,2017.0,,France,fallback_lastname_season,2.3978952727983707,7.0,0.04054054054054054,Top 1-15,10.0,10.0,20-23,Forward,France,True,False,False,True
Right Winger,22,SCO Angers,Ligue 1,LOSC Lille,Ligue 1,2017,10.0,3.0,Pepe,SCO Angers,67.0,74.0,2017.0,Nicolas Pépé,Portugal,fallback_lastname_season,2.3978952727983707,7.0,0.04054054054054054,Top 1-15,10.0,9.0,20-23,Winger,France,False,False,False,True
Forward,21,Stade Rennais,Ligue 1,Monaco,Ligue 1,2017,10.0,1.5,Diakhaby,Stade Rennais,65.0,77.0,2017.0,Adama Diakhaby,France,fallback_lastname_season,2.3978952727983707,8.5,0.01948051948051948,Top 1-15,10.0,11.0,20-23,Forward,France,True,False,True,True
Attacking Midfield,22,Sampdoria,Serie A,Sporting CP,Liga NOS,2017,9.69,7.5,Fernandes,Sampdoria,76.0,83.0,2017.0,Bruno Fernandes,Portugal,fallback_team_from,2.3693087250369538,2.1899999999999995,0.09036144578313253,Top 1-15,9.64,9.64,20-23,Midfielder,Portugal,True,True,False,True
Left Midfield,25,Racing Club,Primera División,Sporting CP,Liga NOS,2017,9.59,7.0,Acuna,Racing Club,75.0,80.0,2017.0,Marcos Acuña,Argentina,fallback_team_from,2.359910159613315,2.59,0.0875,Top 1-15,9.64,9.64,24-26,Midfielder,Portugal,False,False,False,True
Central Midfield,27,Everton,Premier League,Watford,Premier League,2017,9.3,8.0,Cleverley,Everton,78.0,78.0,2017.0,Tom Cleverley,England,fallback_team_from,2.33214389523559,1.3000000000000007,0.10256410256410256,Top 1-15,15.1,8.9,24-26,Midfielder,England,True,True,True,True
Forward,27,Braga,Liga NOS,Fulham,Championship,2017,9.13,3.0,Fonte,Braga,74.0,76.0,2017.0,Rui Fonte,Portugal,fallback_lastname_season,2.315501318260592,6.130000000000001,0.039473684210526314,Top 1-15,9.13,20.2,24-26,Forward,England,False,False,False,True
Central Midfield,22,Derby,Championship,Watford,Premier League,2017,9.1,8.0,Hughes,Derby,74.0,83.0,2017.0,Will Hughes,England,fallback_lastname_season,2.312535423847214,1.0999999999999996,0.0963855421686747,Top 1-15,15.1,8.9,20-23,Midfielder,England,True,False,True,True
Right Winger,25,Derby,Championship,Huddersfield,Premier League,2017,9.1,7.0,Ince,Derby,73.0,76.0,2017.0,Tom Ince,England,fallback_lastname_season,2.312535423847214,2.0999999999999996,0.09210526315789473,Top 1-15,15.1,9.55,24-26,Winger,England,True,False,False,True
Defensive Midfield,28,Swansea,Premier League,Burnley,Premier League,2017,9.1,5.0,Cork,Swansea,78.0,80.0,2017.0,Jack Cork,England,fallback_lastname_season,2.312535423847214,4.1,0.0625,Top 1-15,15.1,12.100000000000001,27-29,Midfielder,England,True,True,False,True
Forward,28,Rubin Kazan,Premier Liga,Hannover 96,1.Bundesliga,2017,9.0,7.0,Jonathas,Rubin Kazan,78.0,79.0,2017.0,Jonathas,Brazil,fallback_team_from,2.302585092994046,2.0,0.08860759493670886,Top 1-15,12.0,7.5,27-29,Forward,Germany,False,True,False,True
Right Winger,24,Independiente,Primera División,Zenit S-Pb,Premier Liga,2017,9.0,7.0,Rigoni,Independiente,76.0,82.0,2017.0,Emiliano Rigoni,Argentina,fallback_team_from,2.302585092994046,2.0,0.08536585365853659,Top 1-15,8.0,15.0,20-23,Winger,Ukraine,False,True,False,True
Left-Back,23,Hull City,Championship,Liverpool,Premier League,2017,9.0,7.0,Robertson,Hull City,75.0,83.0,2017.0,Andrew Robertson,Scotland,fallback_team_from,2.302585092994046,2.0,0.08433734939759036,Top 1-15,15.1,41.0,20-23,Defender,England,False,False,True,True
Attacking Midfield,26,Middlesbrough,Championship,Sampdoria,Serie A,2017,9.0,6.0,Ramirez,Middlesbrough,78.0,82.0,2017.0,Gastón Ramírez,Uruguay,fallback_team_from,2.302585092994046,3.0,0.07317073170731707,Top 16-30,11.0,9.0,24-26,Midfielder,Italy,False,True,False,True
Centre-Back,20,AFC Ajax,Eredivisie,Crystal Palace,Premier League,2017,9.0,5.0,Riedewald,AFC Ajax,76.0,86.0,2017.0,Jairo Riedewald,Netherlands,fallback_lastname_season,2.302585092994046,4.0,0.05813953488372093,Top 1-15,15.1,13.8,<20,Defender,England,False,True,False,True
Right-Back,25,Saint-Etienne,Ligue 1,LOSC Lille,Ligue 1,2017,9.0,3.0,Malcuit,Saint-Etienne,70.0,75.0,2017.0,,France,fallback_lastname_season,2.302585092994046,6.0,0.04,Top 1-15,10.0,9.0,24-26,Defender,France,True,False,False,True
Defensive Midfield,27,Tigres UANL,Liga MX Clausura,Sevilla FC,LaLiga,2017,8.7,4.0,Pizarro,Tigres UANL,77.0,79.0,2017.0,Guido Pizarro,Peru,fallback_lastname_season,2.272125885509337,4.699999999999999,0.05063291139240506,Top 16-30,13.75,8.35,24-26,Midfielder,Spain,False,True,True,True
Left Winger,21,Werder Bremen,1.Bundesliga,Bayern Munich ,1.Bundesliga,2017,8.0,15.0,Gnabry,Werder Bremen,73.0,85.0,2017.0,Serge Gnabry,Germany,fallback_lastname_season,2.1972245773362196,-7.0,0.17647058823529413,Top 1-15,12.0,30.0,20-23,Winger,Germany,True,False,False,True
Forward,27,Monaco,Ligue 1,Marseille,Ligue 1,2017,8.0,10.0,Germain,Monaco,79.0,81.0,2017.0,Valère Germain,France,fallback_lastname_season,2.1972245773362196,-2.0,0.12345679012345678,Top 1-15,10.0,9.5,24-26,Forward,France,True,True,False,True
Defensive Midfield,23,Zulte Waregem,Jupiler Pro League,Monaco,Ligue 1,2017,8.0,7.0,Meite,Zulte Waregem,71.0,76.0,2017.0,Soualiho Meïté,France,fallback_lastname_season,2.1972245773362196,1.0,0.09210526315789473,Top 1-15,10.0,11.0,20-23,Midfielder,France,True,False,True,True
Attacking Midfield,27,RSC Anderlecht,Jupiler Pro League,Spartak Moscow,Premier Liga,2017,8.0,7.0,Hanni,RSC Anderlecht,75.0,78.0,2017.0,Sofiane Hanni,Algeria,fallback_team_from,2.1972245773362196,1.0,0.08974358974358974,Top 16-30,8.0,8.0,24-26,Midfielder,Ukraine,False,False,False,True
Left Winger,20,KAS Eupen,Jupiler Pro League,Everton,Premier League,2017,8.0,7.0,Onyekuru,KAS Eupen,64.0,76.0,2017.0,Henry Onyekuru,Nigeria,fallback_team_from,2.1972245773362196,1.0,0.09210526315789473,Top 16-30,15.1,21.35,<20,Winger,England,False,False,True,True
Left Winger,21,CF Pachuca,Liga MX Clausura,PSV Eindhoven,Eredivisie,2017,8.0,6.5,Lozano,CF Pachuca,76.0,84.0,2017.0,Hirving Lozano,Mexico,fallback_lastname_season,2.1972245773362196,1.5,0.07738095238095238,Top 1-15,8.125,6.75,20-23,Winger,Netherlands,False,True,False,True
Forward,22,RB Leipzig,1.Bundesliga,Hertha BSC,1.Bundesliga,2017,8.0,6.0,Selke,RB Leipzig,73.0,83.0,2017.0,Davie Selke,Germany,fallback_team_from,2.1972245773362196,2.0,0.07228915662650602,Top 1-15,12.0,7.25,20-23,Forward,Germany,True,False,False,True
Forward,26,LOSC Lille,Ligue 1,G. Bordeaux,Ligue 1,2017,8.0,5.5,Preville,LOSC Lille,77.0,79.0,2017.0,Nicolas de Préville,France,fallback_team_from,2.1972245773362196,2.5,0.06962025316455696,Top 1-15,10.0,8.0,24-26,Forward,France,True,True,False,True
Centre-Back,27,West Ham,Premier League,TSG Hoffenheim,1.Bundesliga,2017,8.0,5.0,Nordtveit,West Ham,78.0,79.0,2017.0,Havard Nordtveit,Norway,fallback_lastname_season,2.1972245773362196,3.0,0.06329113924050633,Outside Top 45,12.0,8.0,24-26,Defender,Germany,False,True,False,True
Forward,23,Real Madrid,LaLiga,Olympique Lyon,Ligue 1,2017,8.0,5.0,Diaz,Real Madrid,67.0,81.0,2017.0,Mariano Díaz,Paraguay,fallback_team_from,2.1972245773362196,3.0,0.06172839506172839,Top 31-45,10.0,8.25,20-23,Forward,France,False,False,False,True
Centre-Back,27,Rostov,Premier Liga,Zenit S-Pb,Premier Liga,2017,8.0,4.0,Mevlja,Rostov,61.0,65.0,2017.0,Miha Mevlja,Slovenia,fallback_lastname_season,2.1972245773362196,4.0,0.06153846153846154,Top 31-45,8.0,15.0,24-26,Defender,Ukraine,False,False,False,True
Forward,26,Bay. Leverkusen,1.Bundesliga,VfL Wolfsburg,1.Bundesliga,2017,8.0,3.5,Mehmedi,Bay. Leverkusen,76.0,79.0,2017.0,Admir Mehmedi,Switzerland,fallback_lastname_season,2.1972245773362196,4.5,0.04430379746835443,Top 1-15,12.0,11.75,24-26,Forward,Germany,False,True,True,True
Forward,28,Fulham,Championship,Reading,Championship,2017,8.0,2.5,Aluko,Fulham,72.0,73.0,2017.0,Sone Aluko,Nigeria,fallback_team_from,2.1972245773362196,5.5,0.03424657534246575,Top 16-30,9.13,8.0,27-29,Forward,England,False,False,False,True
Attacking Midfield,20,FC Nantes,Ligue 1,FC Schalke 04,1.Bundesliga,2017,8.0,2.0,Harit,FC Nantes,67.0,84.0,2017.0,Amine Harit,France,fallback_team_from,2.1972245773362196,6.0,0.023809523809523808,Top 1-15,12.0,10.0,<20,Midfielder,Germany,False,False,False,True
Attacking Midfield,18,AC Le Havre,Ligue 2,Stade Rennais,Ligue 1,2017,8.0,0.15,Guitane,AC Le Havre,55.0,76.0,2017.0,Rafik Guitane,France,fallback_lastname_season,2.1972245773362196,7.85,0.001973684210526316,Top 1-15,10.0,9.5,<20,Midfielder,France,True,False,False,True
Left-Back,27,Arsenal,Premier League,West Brom,Premier League,2017,7.5,10.0,Gibbs,Arsenal,80.0,82.0,2017.0,Kieran Gibbs,England,fallback_team_from,2.1400661634962708,-2.5,0.12195121951219512,Top 1-15,15.1,11.5,24-26,Defender,England,True,True,False,True
Central Midfield,26,Osmanlispor,Süper Lig,Galatasaray,Süper Lig,2017,7.5,5.0,Ndiaye,Osmanlispor,76.0,79.0,2017.0,Badou Ndiaye,Senegal,fallback_lastname_season,2.1400661634962708,2.5,0.06329113924050633,Top 16-30,7.25,7.5,24-26,Midfielder,,,True,False,False
Forward,21,West Ham,Premier League,Middlesbrough,Championship,2017,7.3,1.0,Fletcher,West Ham,66.0,78.0,2017.0,Ashley Fletcher,Scotland,fallback_lastname_season,2.1162555148025524,6.3,0.01282051282051282,Top 1-15,9.13,8.0,20-23,Forward,England,False,False,False,True
Defensive Midfield,20,Estudiantes,Primera División,VfB Stuttgart,1.Bundesliga,2017,7.2,7.5,Ascacibar,Estudiantes,71.0,84.0,2017.0,Santiago Ascacíbar,Argentina,fallback_lastname_season,2.1041341542702074,-0.2999999999999998,0.08928571428571429,Top 1-15,12.0,7.2,<20,Midfielder,Germany,False,False,False,True
Left Winger,30,Club Tijuana,Liga MX Clausura,Monterrey,Liga MX Clausura,2017,7.13,2.5,Hurtado,Club Tijuana,76.0,76.0,2017.0,Avilés Hurtado,Colombia,fallback_team_from,2.0955609235597192,4.63,0.03289473684210526,Top 1-15,7.65,7.13,27-29,Winger,Mexico,False,True,False,False
Centre-Back,22,Club Brugge,Jupiler Pro League,Olympiacos,Super League,2017,7.1,8.0,Engels,Club Brugge,76.0,84.0,2017.0,Björn Engels,Belgium,fallback_lastname_season,2.0918640616783932,-0.9000000000000004,0.09523809523809523,Top 1-15,13.5,7.1,20-23,Defender,China,False,True,False,True
Central Midfield,29,Inter,Serie A,Sevilla FC,LaLiga,2017,7.0,16.0,Banega,Inter,84.0,84.0,2017.0,Éver Banega,Argentina,fallback_team_from,2.0794415416798357,-9.0,0.19047619047619047,Top 1-15,13.75,8.35,27-29,Midfielder,Spain,False,True,True,True
Left Winger,30,Man City,Premier League,Sevilla FC,LaLiga,2017,7.0,12.0,Nolito,Man City,83.0,83.0,2017.0,Nolito,Spain,fallback_lastname_season,2.0794415416798357,-5.0,0.14457831325301204,Top 1-15,13.75,8.35,27-29,Winger,Spain,True,True,True,True
Attacking Midfield,27,Montpellier,Ligue 1,Real Betis,LaLiga,2017,7.0,10.0,Boudebouz,Montpellier,79.0,81.0,2017.0,Ryad Boudebouz,Algeria,fallback_lastname_season,2.0794415416798357,-3.0,0.12345679012345678,Top 16-30,13.75,10.5,24-26,Midfielder,Spain,False,True,False,True
Attacking Midfield,27,Zenit S-Pb,Premier Liga,Fenerbahce,Süper Lig,2017,7.0,9.0,Giuliano,Zenit S-Pb,80.0,82.0,2017.0,Giuliano,Brazil,fallback_lastname_season,2.0794415416798357,-2.0,0.10975609756097561,Top 1-15,7.25,7.0,24-26,Midfielder,,,True,False,False
Forward,23,FC Utrecht,Eredivisie,E. Frankfurt,1.Bundesliga,2017,7.0,8.0,Haller,FC Utrecht,77.0,82.0,2017.0,Sébastien Haller,France,fallback_team_from,2.0794415416798357,-1.0,0.0975609756097561,Top 1-15,12.0,7.0,20-23,Forward,Germany,False,True,False,True
Forward,33,Real Madrid,LaLiga,Juventus,Serie A,2018,117.0,100.0,Ronaldo,Real Madrid,94.0,94.0,2018.0,Cristiano Ronaldo,Portugal,fallback_team_from,4.770684624465665,17.0,1.0638297872340425,Top 1-15,11.0,19.0,30+,Forward,Italy,False,True,True,True
Left Winger,22,Monaco,Ligue 1,Atletico Madrid,LaLiga,2018,70.0,65.0,Lemar,Monaco,83.0,91.0,2018.0,,France,fallback_lastname_season,4.2626798770413155,5.0,0.7142857142857143,Top 1-15,13.75,25.0,20-23,Winger,Spain,False,True,True,True
Right Winger,27,Leicester,Premier League,Man City,Premier League,2018,67.8,50.0,Mahrez,Leicester,83.0,84.0,2018.0,Riyad Mahrez,Algeria,fallback_lastname_season,4.231203744939298,17.799999999999997,0.5952380952380952,Top 16-30,15.1,50.0,24-26,Winger,England,False,True,True,True
Goalkeeper,25,AS Roma,Serie A,Liverpool,Premier League,2018,62.5,60.0,Alisson,AS Roma,80.0,84.0,2018.0,Alisson,Brazil,fallback_lastname_season,4.151039905898646,2.5,0.7142857142857143,Top 1-15,15.1,41.0,24-26,Goalkeeper,England,False,True,True,True
Central Midfield,23,RB Leipzig,1.Bundesliga,Liverpool,Premier League,2018,60.0,65.0,Keita,RB Leipzig,83.0,88.0,2018.0,Naby Keïta,Guinea,fallback_team_from,4.110873864173311,-5.0,0.7386363636363636,Top 31-45,15.1,41.0,20-23,Midfielder,England,False,True,True,True
Central Midfield,25,Shakhtar D.,Premier Liga,Man Utd,Premier League,2018,59.0,32.0,Fred,Shakhtar D.,80.0,85.0,2018.0,Fred,Brazil,fallback_lastname_season,4.0943445622221,27.0,0.3764705882352941,Top 1-15,15.1,40.0,24-26,Midfielder,England,False,True,True,True
Defensive Midfield,26,SSC Napoli,Serie A,Chelsea,Premier League,2018,57.0,50.0,Jorginho,SSC Napoli,81.0,84.0,2018.0,Jorginho,Italy,fallback_lastname_season,4.060443010546419,7.0,0.5952380952380952,Top 1-15,15.1,31.0,24-26,Midfielder,England,False,True,True,True
Defensive Midfield,24,Monaco,Ligue 1,Liverpool,Premier League,2018,45.0,45.0,Fabinho,Monaco,83.0,88.0,2018.0,Fabinho,Brazil,fallback_lastname_season,3.828641396489095,0.0,0.5113636363636364,Top 1-15,15.1,41.0,20-23,Midfielder,England,False,True,True,True
Left Winger,21,Watford,Premier League,Everton,Premier League,2018,39.2,25.0,Richarlison,Watford,73.0,85.0,2018.0,Richarlison,Brazil,fallback_team_from,3.6938669956249757,14.200000000000003,0.29411764705882354,Top 1-15,15.1,21.35,20-23,Winger,England,False,False,True,True
Central Midfield,30,AS Roma,Serie A,Inter,Serie A,2018,38.0,45.0,Nainggolan,AS Roma,86.0,86.0,2018.0,Radja Nainggolan,Belgium,fallback_lastname_season,3.6635616461296463,-7.0,0.5232558139534884,Top 1-15,11.0,17.5,27-29,Midfielder,Italy,False,True,True,True
Right Winger,25,Lazio,Serie A,West Ham,Premier League,2018,38.0,30.0,Anderson,Lazio,81.0,86.0,2018.0,Felipe Anderson,Brazil,fallback_team_from,3.6635616461296463,8.0,0.3488372093023256,Top 1-15,15.1,11.5,24-26,Winger,England,False,True,True,True
Centre-Back,23,Sevilla FC,LaLiga,FC Barcelona,LaLiga,2018,35.9,25.0,Lenglet,Sevilla FC,79.0,84.0,2018.0,Clément Lenglet,France,fallback_team_from,3.6082115510464816,10.899999999999999,0.2976190476190476,Top 1-15,13.75,32.285,20-23,Defender,Spain,False,True,False,True
Central Midfield,27,OGC Nice,Ligue 1,Fulham,Premier League,2018,30.0,30.0,Seri,OGC Nice,82.0,83.0,2018.0,Jean Michaël Seri,Ivory Coast,fallback_team_from,3.4339872044851463,0.0,0.3614457831325301,Top 16-30,15.1,20.2,24-26,Midfielder,England,False,True,False,True
Defensive Midfield,22,Sampdoria,Serie A,Arsenal,Premier League,2018,30.0,30.0,Torreira,Sampdoria,75.0,83.0,2018.0,Lucas Torreira,Uruguay,fallback_team_from,3.4339872044851463,0.0,0.3614457831325301,Top 16-30,15.1,25.0,20-23,Midfielder,England,False,False,False,True
Central Midfield,22,CSKA Moscow,Premier Liga,Monaco,Ligue 1,2018,30.0,25.0,Golovin,CSKA Moscow,76.0,84.0,2018.0,Aleksandr Golovin,Russia,fallback_lastname_season,3.4339872044851463,5.0,0.2976190476190476,Outside Top 45,10.0,11.0,20-23,Midfielder,France,False,True,True,True
Right-Back,22,Real Sociedad,LaLiga,Real Madrid,LaLiga,2018,30.0,25.0,Odriozola,Real Sociedad,74.0,84.0,2018.0,Álvaro Odriozola,Spain,fallback_team_from,3.4339872044851463,5.0,0.2976190476190476,Top 1-15,13.75,30.0,20-23,Defender,Spain,True,False,False,True
Centre-Back,22,1.FSV Mainz 05,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2018,28.0,12.0,Diallo,1.FSV Mainz 05,68.0,78.0,2018.0,Abdou Diallo,Senegal,fallback_lastname_season,3.367295829986474,16.0,0.15384615384615385,Top 16-30,12.0,16.0,20-23,Defender,Germany,False,False,False,True
Right Winger,25,Bologna,Serie A,SSC Napoli,Serie A,2018,25.0,25.0,Verdi,Bologna,78.0,80.0,2018.0,Simone Verdi,Italy,fallback_team_from,3.258096538021482,0.0,0.3125,Top 1-15,11.0,13.0,24-26,Winger,Italy,True,True,False,True
Centre-Back,21,Toulouse,Ligue 1,West Ham,Premier League,2018,25.0,22.0,Diop,Toulouse,76.0,87.0,2018.0,Issa Diop,France,fallback_lastname_season,3.258096538021482,3.0,0.25287356321839083,Top 1-15,15.1,11.5,20-23,Defender,England,False,True,True,True
Goalkeeper,26,Bay. Leverkusen,1.Bundesliga,Arsenal,Premier League,2018,25.0,20.0,Leno,Bay. Leverkusen,85.0,88.0,2018.0,Bernd Leno,Germany,fallback_lastname_season,3.258096538021482,5.0,0.22727272727272727,Top 1-15,15.1,25.0,24-26,Goalkeeper,England,False,True,False,True
Attacking Midfield,21,Norwich,Championship,Leicester,Premier League,2018,25.0,10.0,Maddison,Norwich,69.0,80.0,2018.0,James Maddison,England,fallback_lastname_season,3.258096538021482,15.0,0.125,Top 1-15,15.1,16.55,20-23,Midfielder,England,True,False,True,True
Attacking Midfield,29,Paris SG,Ligue 1,AS Roma,Serie A,2018,24.7,15.0,Pastore,Paris SG,83.0,83.0,2018.0,Javier Pastore,Argentina,fallback_lastname_season,3.246490991901174,9.7,0.18072289156626506,Top 1-15,11.0,9.75,27-29,Midfielder,Italy,False,True,True,True
Forward,25,OGC Nice,Ligue 1,Bor. M'gladbach,1.Bundesliga,2018,23.0,18.0,Plea,OGC Nice,79.0,86.0,2018.0,Alassane Pléa,France,fallback_team_from,3.1780538303479458,5.0,0.20930232558139536,Top 1-15,12.0,12.25,24-26,Forward,Germany,False,True,False,True
Right-Back,24,FC Porto,Liga NOS,Leicester,Premier League,2018,22.0,20.0,Pereira,FC Porto,83.0,86.0,2018.0,Ricardo Pereira,Portugal,fallback_team_from,3.1354942159291497,2.0,0.23255813953488372,Top 1-15,15.1,16.55,20-23,Defender,England,False,True,True,True
